[0.555s] Invoking command in '/home/pizzu01/ros2_humble/build/tm_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/pizzu01/ros2_humble/install/ros_tcp_endpoint:/home/pizzu01/ros2_humble/install/my_ros2_package:/home/pizzu01/install/ros_tcp_endpoint:/home/pizzu01/install/my_ros2_package /usr/bin/cmake /home/pizzu01/ros2_humble/src/tm_description -DCMAKE_INSTALL_PREFIX=/home/pizzu01/ros2_humble/install/tm_description
[0.895s] -- The C compiler identification is GNU 11.4.0
[1.789s] -- The CXX compiler identification is GNU 11.4.0
[2.150s] -- Detecting C compiler ABI info
[2.321s] -- Detecting C compiler ABI info - done
[2.328s] -- Check for working C compiler: /usr/bin/cc - skipped
[2.332s] -- Detecting C compile features
[2.333s] -- Detecting C compile features - done
[2.338s] -- Detecting CXX compiler ABI info
[2.519s] -- Detecting CXX compiler ABI info - done
[2.527s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[2.527s] -- Detecting CXX compile features
[2.528s] -- Detecting CXX compile features - done
[2.541s] -- Found ament_cmake: 1.3.11 (/opt/ros/humble/share/ament_cmake/cmake)
[2.742s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[2.978s] -- Configuring done
[3.084s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700.eih.xacro:Zone.Identifier
[3.084s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_simple.urdf:Zone.Identifier
[3.085s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm.transmission.xacro
[3.085s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_robot_joint_limited.urdf.xacro
[3.086s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700.urdf.xacro:Zone.Identifier
[3.086s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm.gazebo.xacro:Zone.Identifier
[3.087s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700simple.urdf
[3.087s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot_joint_limited.urdf.xacro:Zone.Identifier
[3.088s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm.transmission.xacro:Zone.Identifier
[3.089s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot_prova2.urdf:Zone.Identifier
[3.089s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900.urdf.xacro
[3.090s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_robot_joint_limited_eih.urdf.xacro:Zone.Identifier
[3.091s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot.urdf.xacro
[3.091s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700simple.urdf:Zone.Identifier
[3.091s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot.urdf
[3.092s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_simple.urdf
[3.093s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot.urdf:Zone.Identifier
[3.093s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_robot_joint_limited.urdf.xacro:Zone.Identifier
[3.094s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm700_robot_eih.urdf.xacro:Zone.Identifier
[3.095s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/urdf/tm900_robot_joint_limited_eih.urdf.xacro
[3.095s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes
[3.095s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700
[3.096s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual
[3.096s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist2.dae
[3.101s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist1.STL
[3.105s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Shoulder1.STL
[3.107s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm2.dae:Zone.Identifier
[3.108s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm2.STL:Zone.Identifier
[3.108s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3.STL
[3.118s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm2.STL
[3.122s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist1.dae:Zone.Identifier
[3.123s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Base.STL:Zone.Identifier
[3.123s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Shoulder1.dae
[3.127s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm1.dae:Zone.Identifier
[3.127s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm2.dae
[3.133s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3.dae:Zone.Identifier
[3.133s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3_.dae:Zone.Identifier
[3.134s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Base.dae
[3.135s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist2.STL
[3.139s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm1.STL:Zone.Identifier
[3.139s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3_.dae
[3.142s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Base.dae:Zone.Identifier
[3.142s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3.dae
[3.152s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist2.STL:Zone.Identifier
[3.152s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm1.dae
[3.157s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist1.dae
[3.160s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Shoulder1.dae:Zone.Identifier
[3.161s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist1.STL:Zone.Identifier
[3.161s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Shoulder1.STL:Zone.Identifier
[3.162s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Base.STL
[3.168s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist2.dae:Zone.Identifier
[3.169s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Wrist3.STL:Zone.Identifier
[3.169s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/visual/Arm1.STL
[3.172s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision
[3.172s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_2.STL
[3.173s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/base.STL
[3.173s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/arm_1.STL
[3.174s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_2.STL:Zone.Identifier
[3.174s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3.STL:Zone.Identifier
[3.175s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/base.STL:Zone.Identifier
[3.175s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_1.STL:Zone.Identifier
[3.175s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/arm_2.STL:Zone.Identifier
[3.176s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/shoulder_1.STL:Zone.Identifier
[3.176s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/shoulder_1.STL
[3.177s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/arm_2.STL
[3.177s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3_1.STL
[3.178s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3_2.STL:Zone.Identifier
[3.179s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3_2.STL
[3.180s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3_1.STL:Zone.Identifier
[3.180s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/arm_1.STL:Zone.Identifier
[3.181s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_3.STL
[3.181s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm700/collision/wrist_1.STL
[3.182s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900
[3.182s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual
[3.182s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist2.dae
[3.186s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist1.STL
[3.193s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Shoulder1.STL
[3.196s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm2.dae:Zone.Identifier
[3.196s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm2.STL:Zone.Identifier
[3.197s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist3.STL
[3.202s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm2.STL
[3.205s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist1.dae:Zone.Identifier
[3.205s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Base.STL:Zone.Identifier
[3.205s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Shoulder1.dae
[3.208s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm1.dae:Zone.Identifier
[3.209s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm2.dae
[3.212s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist3.dae:Zone.Identifier
[3.212s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Base.dae
[3.214s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist2.STL
[3.217s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm1.STL:Zone.Identifier
[3.218s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Base.dae:Zone.Identifier
[3.218s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist3.dae
[3.226s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist2.STL:Zone.Identifier
[3.226s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm1.dae
[3.232s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist1.dae
[3.234s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Shoulder1.dae:Zone.Identifier
[3.234s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist1.STL:Zone.Identifier
[3.235s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Shoulder1.STL:Zone.Identifier
[3.235s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Base.STL
[3.236s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist2.dae:Zone.Identifier
[3.237s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Wrist3.STL:Zone.Identifier
[3.237s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/visual/Arm1.STL
[3.244s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision
[3.244s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_2.STL
[3.244s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/base.STL
[3.244s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/arm_1.STL
[3.245s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_2.STL:Zone.Identifier
[3.245s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3.STL:Zone.Identifier
[3.246s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/base.STL:Zone.Identifier
[3.246s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_1.STL:Zone.Identifier
[3.247s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/arm_2.STL:Zone.Identifier
[3.247s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/shoulder_1.STL:Zone.Identifier
[3.248s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/shoulder_1.STL
[3.249s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/arm_2.STL
[3.250s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3_1.STL
[3.251s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3_2.STL:Zone.Identifier
[3.252s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3_2.STL
[3.252s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3_1.STL:Zone.Identifier
[3.253s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/arm_1.STL:Zone.Identifier
[3.253s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_3.STL
[3.254s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/meshes/tm900/collision/wrist_1.STL
[3.254s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch
[3.254s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/tm900_upload.launch
[3.255s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/test.launch
[3.255s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/tm700_upload.launch
[3.256s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/tm700_upload.launch:Zone.Identifier
[3.256s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/test.launch:Zone.Identifier
[3.256s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/launch/tm900_upload.launch:Zone.Identifier
[3.257s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/config
[3.258s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/ament_index/resource_index/package_run_dependencies/tm_description
[3.258s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/ament_index/resource_index/parent_prefix_path/tm_description
[3.259s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/environment/ament_prefix_path.sh
[3.259s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/environment/ament_prefix_path.dsv
[3.259s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/environment/path.sh
[3.260s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/environment/path.dsv
[3.260s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/local_setup.bash
[3.260s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/local_setup.sh
[3.260s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/local_setup.zsh
[3.261s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/local_setup.dsv
[3.261s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/package.dsv
[3.262s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/ament_index/resource_index/packages/tm_description
[3.262s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/cmake/tm_descriptionConfig.cmake
[3.263s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/cmake/tm_descriptionConfig-version.cmake
[3.263s] -- Installing: /home/pizzu01/ros2_humble/install/tm_description/share/tm_description/package.xml
